M,0.5,0.4,0.165,?,0.254,0.205,0.285,13
?,0.5,0.4,0.145,0.63,0.234,?,?,12
?,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
M,?,0.335,?,0.369,0.171,?,0.12,8
F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
I,0.4,0.3,0.11,0.315,0.109,?,0.12,9
?,?,0.34,?,?,?,0.085,0.12,8
F,0.525,0.415,0.17,0.8325,0.2755,?,0.31,13
I,0.37,0.28,?,0.2655,0.122,0.052,0.08,7
?,0.49,?,0.145,0.6345,0.1995,0.1625,?,10
M,?,?,0.09,?,0.0755,?,0.06,7
F,0.415,0.325,?,0.38,0.1595,0.0785,?,12
?,0.5,?,0.14,?,0.241,0.1355,?,9
F,?,0.395,0.16,0.66,?,0.128,0.235,14
M,0.55,?,?,0.8025,0.244,0.1635,0.255,10
M,0.45,0.35,0.13,?,0.174,?,0.135,8
I,0.405,0.3,0.12,0.324,?,0.07,0.11,7
M,0.47,0.36,?,0.501,0.1665,0.115,0.165,10
F,0.415,0.305,?,?,?,0.0755,0.105,8
F,?,0.325,?,0.455,0.1785,0.1125,0.14,9
F,?,0.35,0.145,0.5175,?,?,0.18,11
F,?,?,0.15,?,0.22,0.144,0.19,9
F,?,0.355,0.15,?,0.181,0.125,0.155,11
?,0.425,?,0.105,?,0.1285,0.0785,?,10
F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
?,0.39,0.29,0.125,0.3055,0.121,0.082,?,7
I,0.365,0.27,0.085,?,0.078,?,0.07,7
F,?,?,?,1.1015,0.404,0.2095,0.35,11
F,?,?,0.16,?,0.2935,0.158,0.245,15
M,0.555,0.445,?,0.836,0.336,0.1625,0.275,13
M,0.565,?,?,0.9025,0.31,0.193,0.325,14
M,0.625,0.505,?,1.4455,0.496,0.287,0.435,22
I,?,?,0.075,?,?,0.029,0.035,7
?,0.44,?,0.135,0.435,0.1815,0.083,0.125,12
I,?,0.225,?,0.124,?,0.032,0.04,9
?,0.075,?,0.01,?,0.001,0.0005,0.0015,1
?,0.13,?,0.03,0.013,?,?,?,3
I,?,?,0.03,0.008,0.0025,0.002,0.003,3
I,0.16,0.12,0.035,?,0.0075,0.0045,0.005,5
M,0.565,?,?,?,0.3495,0.2185,0.275,17
I,?,0.2,0.07,0.1,0.034,0.0245,0.035,5
?,0.23,0.175,?,?,?,?,?,5
I,?,?,?,?,0.0435,0.0265,?,8
I,0.33,?,0.085,0.1655,?,0.039,0.06,8
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
?,?,0.245,?,0.1585,0.0635,0.0325,?,13
?,0.36,?,?,0.1975,0.0745,0.0415,0.07,9
?,0.305,0.245,0.075,0.156,0.0675,0.038,?,7
?,?,?,?,?,0.082,0.0545,0.07,7
?,0.33,0.25,?,0.1715,0.0655,0.035,?,7
M,0.59,?,?,1.1235,?,0.2805,?,13
F,0.595,0.455,0.155,1.0605,0.5135,?,0.3,12
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
M,?,?,0.165,1.2415,0.485,?,0.34,15
?,0.56,?,?,?,0.3835,?,?,15
M,0.56,0.45,?,1.07,?,0.175,0.41,19
M,0.545,?,0.16,?,?,?,0.345,10
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
F,0.59,?,0.16,1.1015,?,0.2555,?,13
F,0.54,0.475,0.155,0.928,0.394,?,0.26,11
F,0.57,0.44,0.125,?,0.3675,0.1725,0.27,12
M,0.53,?,?,0.8945,0.319,?,0.245,11
I,0.245,?,0.06,?,?,0.0245,0.026,4
M,0.27,?,0.08,0.1205,0.0465,?,?,6
F,0.46,?,0.13,0.639,0.3,0.1525,?,11
?,0.52,?,0.15,0.895,?,0.186,0.235,14
M,0.35,?,?,?,0.1225,0.0635,?,8
?,0.47,0.39,?,0.6355,0.2185,0.0885,0.255,9
?,?,0.36,0.125,?,0.2035,?,?,13
F,0.64,0.525,?,1.779,0.4535,0.2855,0.55,22
M,0.59,?,0.2,1.187,0.412,0.2705,?,16
M,0.62,0.485,0.205,1.219,0.3875,?,0.385,14
?,0.63,?,0.225,1.525,0.56,0.3335,0.45,15
?,0.63,0.515,?,1.259,0.4105,0.197,0.41,13
?,?,0.54,?,1.844,0.7425,0.327,0.585,22
?,0.66,0.53,?,?,0.493,0.245,0.49,12
M,0.61,0.5,0.24,1.642,0.532,?,0.69,18
M,?,0.525,?,?,?,0.3115,0.43,20
F,0.515,0.425,0.135,?,0.2665,?,0.25,11
F,0.535,?,0.185,0.8415,0.314,0.1585,0.3,15
I,0.36,0.285,0.105,?,0.0915,?,0.075,7
F,?,0.355,0.12,0.4495,0.177,0.104,0.15,9
M,0.485,0.395,0.14,?,?,0.127,0.225,14
M,?,0.38,0.175,?,?,0.158,?,14
F,0.535,0.415,?,?,0.295,0.1965,?,10
M,0.53,0.435,?,0.699,0.288,0.1595,?,10
F,0.495,0.4,?,0.6445,0.242,0.1325,0.205,17
?,?,0.355,?,?,0.132,0.0815,0.19,9
?,?,?,0.16,0.8105,0.3155,0.1795,0.24,10
M,0.54,0.435,?,0.996,0.3835,0.226,0.325,17
F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
F,?,0.455,0.175,?,?,0.207,0.35,19
M,?,0.495,0.195,1.0575,0.384,?,0.375,26
?,?,0.215,0.085,0.128,0.049,0.034,0.04,6
?,?,0.205,0.075,0.1105,?,0.0285,0.035,6
I,0.28,0.21,?,?,0.039,0.0295,0.03,4
?,?,0.395,0.14,0.549,0.2215,?,?,11
M,0.37,0.28,?,0.234,0.0905,0.0585,0.075,9
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,?,9
?,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
M,0.37,0.28,0.1,?,0.1065,0.0595,?,8
M,?,?,0.1,0.217,0.0885,0.0495,0.0715,6
?,0.47,0.36,?,?,0.182,0.114,0.15,10
I,0.2,0.145,?,0.037,0.0125,0.0095,0.011,4
I,0.165,0.12,0.03,?,0.007,0.005,0.005,3
?,0.645,0.515,?,?,0.471,?,?,13
?,0.55,0.41,0.125,?,?,0.1635,0.195,14
M,0.57,0.435,?,0.9055,0.3925,0.2355,0.275,10
F,0.63,?,?,1.2435,0.4635,0.3055,?,21
M,0.56,?,0.14,0.971,0.443,0.2045,0.265,14
M,0.595,0.455,0.195,1.3305,?,?,0.345,19
F,0.62,0.47,?,1.2255,0.381,0.27,0.435,23
M,?,0.485,0.175,?,?,0.2945,0.46,23
?,0.45,0.355,0.11,0.4585,?,?,?,8
F,?,0.535,0.19,1.242,?,?,0.39,14
M,0.45,0.35,0.1,?,0.1465,0.1015,0.12,10
F,0.58,0.455,0.155,?,0.315,0.1385,?,18
I,?,0.255,?,0.172,0.066,?,0.06,6
I,?,?,0.06,0.0965,0.0425,0.022,?,5
I,0.19,?,?,?,0.0165,0.0065,?,4
M,0.385,?,0.1,?,0.1065,0.075,?,11
I,0.265,?,0.07,0.1055,?,0.041,0.035,5
M,0.335,0.265,0.105,0.222,0.0935,?,0.075,7
I,0.355,0.275,0.09,0.251,0.097,0.053,?,7
I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
M,0.51,0.4,0.13,0.6435,0.27,0.1665,?,12
M,0.36,?,0.105,?,0.0865,?,0.095,8
I,0.36,0.28,?,?,0.0885,0.04,0.09,8
M,0.5,0.38,0.155,?,?,0.161,0.2,12
F,?,0.325,?,?,?,?,0.095,8
I,0.3,?,0.08,?,?,0.042,?,5
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
F,?,0.6,?,1.974,?,0.4085,?,16
?,?,0.465,?,1.3415,0.5705,?,?,11
M,0.6,?,0.19,1.0875,?,0.2655,?,14
M,0.59,?,0.185,?,0.473,0.276,0.425,16
M,0.62,0.475,0.185,1.325,?,0.325,0.33,13
F,0.565,0.45,0.195,1.0035,?,?,0.285,15
M,0.575,0.455,0.145,1.165,0.581,0.2275,?,14
F,?,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
M,0.62,?,0.185,1.274,0.579,0.3065,0.32,12
F,0.505,0.375,?,?,0.2325,0.1495,0.17,12
?,?,?,0.155,?,?,0.152,0.24,8
M,0.49,?,0.14,0.707,?,?,0.18,13
F,?,0.42,0.16,0.756,0.2745,0.173,0.275,9
I,0.34,0.26,0.08,?,0.08,0.0555,?,6
I,0.375,?,0.115,0.2715,?,0.074,0.09,8
M,?,?,?,1.2,0.56,0.2455,0.28,14
?,0.61,?,0.185,1.153,0.536,?,0.245,8
F,0.585,0.45,0.17,?,?,0.1635,?,22
?,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
M,0.58,0.455,?,?,?,?,0.22,9
?,?,0.515,0.17,1.275,0.509,0.286,?,16
?,0.7,0.58,?,2.13,?,0.49,?,20
?,0.675,?,?,1.587,0.6935,?,0.395,13
?,?,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
M,?,0.585,0.215,?,?,?,0.7,17
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
?,0.605,0.49,0.18,1.227,?,0.287,0.35,18
?,0.59,0.465,0.15,?,0.392,0.246,?,12
?,0.65,0.525,0.175,?,0.61,0.2995,0.445,20
F,?,0.48,?,1.029,0.4085,?,?,16
?,?,0.5,0.175,1.186,0.4985,0.3015,0.35,12
M,?,0.515,?,1.016,0.4215,0.244,0.355,19
M,?,0.465,0.145,0.887,0.4405,0.1655,0.265,11
F,0.58,?,0.12,1.0735,?,0.2735,?,10
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12
?,0.69,0.56,?,1.719,0.68,0.299,0.47,17
F,0.65,?,?,?,0.6645,0.3455,0.415,16
?,?,?,0.195,1.7605,0.692,0.3265,?,16
F,0.68,?,0.2,1.787,0.585,0.453,0.6,19
?,0.7,0.575,0.17,?,?,0.314,0.42,14
?,?,?,0.15,?,0.4635,0.292,0.4,13
F,?,0.545,?,1.7345,0.6845,?,0.605,20
M,0.63,0.49,0.19,1.1775,0.4935,?,?,11
F,?,0.45,0.16,1.077,0.4995,0.2875,0.25,10
M,0.565,0.465,?,0.995,?,?,0.37,15
F,0.61,0.495,0.185,1.1085,0.3705,?,0.33,12
M,?,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
M,?,0.4,?,0.663,0.313,?,0.2,10
?,?,0.375,0.12,?,0.226,0.122,0.195,12
M,?,?,0.135,?,?,?,?,10
?,?,0.37,?,0.4925,0.216,0.1245,0.135,9
M,?,0.42,?,0.7385,0.3515,0.152,?,12
M,0.46,?,0.135,0.482,0.207,0.1225,0.145,10
?,0.49,0.42,0.125,?,0.239,0.1435,0.22,14
?,0.465,0.375,?,?,0.222,0.119,0.14,9
?,0.415,0.325,?,0.3215,0.1535,0.0595,0.105,10
M,?,0.375,?,?,0.277,0.115,?,10
F,0.47,0.375,?,?,0.252,0.137,0.18,10
?,0.365,0.295,?,0.25,0.1075,0.0545,0.08,9
?,0.345,?,0.095,0.1995,?,?,0.07,6
I,0.39,?,0.1,0.302,0.116,0.064,?,11
F,0.5,0.395,0.14,0.7155,0.3165,?,0.24,10
M,0.47,0.38,?,0.5865,?,0.144,?,8
M,0.535,0.44,0.15,0.6765,?,0.139,0.26,12
M,?,0.455,0.15,?,0.4355,0.2075,0.31,11
F,0.485,?,0.12,0.5885,0.27,0.131,?,9
M,?,0.455,0.135,0.7225,0.295,?,0.235,9
F,?,0.325,0.11,0.4335,0.178,0.0985,0.155,7
?,0.515,0.415,0.14,0.6935,0.3115,0.152,?,10
I,0.44,0.345,?,0.365,0.1655,0.083,?,7
F,0.525,0.44,0.15,0.8425,?,0.1985,?,12
M,0.45,?,0.115,0.479,0.2125,0.1045,?,8
M,0.59,0.485,0.12,0.911,0.39,?,0.29,16
?,0.555,?,?,0.915,?,?,0.285,11
M,0.57,0.44,?,?,0.3395,0.2215,0.235,8
M,0.59,?,0.165,1.1045,0.4565,0.2425,0.34,15
?,?,0.475,0.12,0.945,0.41,?,0.28,14
?,0.58,0.46,0.12,0.9935,?,0.2385,0.28,11
?,0.545,0.44,0.12,?,0.3475,0.1715,0.24,12
F,?,0.495,0.17,?,0.528,0.2465,0.39,14
?,0.62,?,?,1.0325,0.3605,0.224,0.36,15
F,0.63,0.5,0.17,1.3135,0.5595,?,?,20
M,0.63,0.515,?,1.352,0.488,0.349,0.45,20
F,0.63,0.5,?,?,?,0.199,0.36,16
?,0.545,0.41,0.14,0.625,?,0.16,0.235,13
F,?,0.54,0.165,?,0.518,?,?,14
I,0.49,?,0.12,?,0.2165,0.139,?,11
?,0.49,0.39,?,?,0.2465,?,0.2,13
I,0.29,?,0.07,0.101,?,0.0235,?,8
I,0.26,?,0.07,?,0.037,0.02,0.03,6
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
F,0.61,0.485,?,1.0915,0.3935,0.2435,?,18
M,?,?,0.16,1.015,0.3995,?,0.33,19
F,?,?,0.125,?,0.344,0.129,0.375,21
?,0.575,0.45,0.17,1.0475,0.3775,?,0.385,18
F,?,0.45,0.175,0.9555,0.38,0.1665,0.295,18
M,0.6,0.47,0.155,?,?,?,?,20
M,0.565,0.455,?,?,0.342,?,0.32,18
M,0.545,0.42,0.14,0.7505,?,0.13,0.255,22
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
M,0.5,0.41,0.15,0.662,?,0.137,?,11
I,0.36,?,0.095,?,?,0.0435,0.09,7
I,0.385,0.305,0.095,0.252,?,0.055,0.09,14
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
?,0.5,?,0.165,0.6885,0.249,0.138,?,13
I,0.36,?,0.11,0.2335,0.095,?,0.085,10
I,0.335,?,?,0.192,0.0785,0.0585,0.07,8
F,0.505,?,0.14,0.85,0.275,0.1625,?,19
I,0.395,0.295,?,0.2715,0.134,0.0325,0.085,10
F,?,?,0.105,0.3635,?,0.077,0.12,10
F,0.56,0.455,0.19,?,0.283,0.129,?,9
M,0.565,?,0.185,0.9815,?,0.136,0.39,13
?,?,?,0.185,?,0.354,0.1575,?,16
M,?,0.5,0.175,1.098,0.4765,?,0.375,12
F,?,0.455,0.15,?,?,0.159,?,18
M,?,0.565,0.215,1.891,?,0.4725,0.58,16
F,0.675,0.535,0.16,?,?,?,0.42,16
?,?,0.555,0.195,1.4385,?,0.354,?,17
?,0.565,0.49,?,?,0.405,?,?,11
F,0.645,?,0.175,1.2915,?,0.3045,0.33,14
M,0.575,?,0.14,?,0.3485,?,0.24,11
?,0.64,0.54,0.175,?,0.51,?,0.39,15
?,0.36,?,0.105,0.199,?,0.045,0.08,9
I,0.415,?,0.11,?,?,?,0.0995,10
F,0.525,?,?,0.7085,?,?,?,11
M,?,0.285,0.1,0.2665,0.115,?,?,11
?,?,0.465,0.17,0.9915,?,0.224,0.265,12
I,?,?,0.07,0.0715,0.026,0.018,0.025,6
?,0.22,0.165,0.055,0.0545,0.0215,?,0.02,5
I,?,0.195,0.07,0.0735,?,?,?,6
?,?,?,0.05,0.0235,?,?,0.008,5
F,0.67,0.55,0.19,1.3905,0.5425,?,0.4,12
M,0.655,0.53,0.195,?,?,0.2735,0.41,13
?,0.68,0.55,0.21,?,0.5975,0.305,?,17
M,0.675,0.555,0.2,1.4385,0.545,0.2665,?,21
?,?,?,0.135,0.7835,?,0.1715,0.2185,9
F,0.515,0.405,0.12,?,?,0.1405,0.177,10
I,0.43,0.34,0.12,?,0.151,0.0645,0.1045,9
F,0.52,0.405,0.12,0.627,?,0.1415,0.181,11
?,0.545,0.415,?,0.7715,0.272,0.1455,0.2765,10
M,?,?,?,0.7395,0.261,0.1395,0.2645,17
F,0.465,0.35,0.115,0.421,0.1565,?,?,9
M,0.665,?,?,1.347,0.4955,?,0.415,17
M,0.735,0.59,?,1.756,0.637,?,0.58,21
M,?,0.545,0.185,?,0.5305,0.2635,0.455,16
F,0.7,0.585,0.185,?,?,0.3215,0.475,29
M,0.575,0.4,0.155,0.9325,?,?,0.3,17
M,0.57,0.465,?,0.849,0.3785,0.1765,0.24,15
