?,?,?,0.13,0.46,?,?,0.135,8
?,?,?,0.12,?,0.1265,0.07,?,7
?,0.47,?,0.135,?,?,?,?,10
?,0.415,0.305,?,0.32,0.1305,0.0755,?,8
F,?,0.325,0.125,0.455,0.1785,0.1125,?,9
F,0.47,0.35,?,?,?,0.1235,?,11
?,?,?,?,0.5755,0.22,?,0.19,9
?,0.445,?,?,0.485,0.181,?,?,11
I,0.425,?,0.105,0.3265,?,0.0785,?,10
F,0.5,?,0.135,?,?,?,?,9
?,0.39,0.29,?,?,0.121,?,?,7
I,0.365,?,0.085,?,0.078,0.0485,0.07,7
?,?,0.465,0.165,1.1015,?,?,?,11
?,0.53,0.415,0.16,0.783,0.2935,0.158,?,15
?,?,?,?,0.836,0.336,?,?,13
?,0.565,0.44,?,?,0.31,?,0.325,14
M,0.625,?,0.215,1.4455,?,?,?,22
?,0.275,0.215,?,?,0.0485,?,?,7
?,0.44,?,0.135,0.435,0.1815,0.083,?,12
I,?,0.225,?,0.124,?,?,?,9
I,0.075,?,0.01,?,?,0.0005,0.0015,1
?,0.13,?,?,?,?,?,0.004,3
?,0.11,?,0.03,?,0.0025,?,?,3
I,?,?,0.035,0.021,0.0075,0.0045,0.005,5
?,0.565,?,?,?,0.3495,?,?,17
I,0.27,0.2,0.07,?,?,0.0245,?,5
I,?,0.175,0.065,0.0645,?,?,?,5
I,?,0.23,0.08,?,?,?,0.04,8
I,0.33,0.255,0.085,0.1655,?,?,?,8
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
?,0.32,0.245,?,?,0.0635,0.0325,0.05,13
?,?,0.275,0.085,?,0.0745,?,?,9
I,?,0.245,?,0.156,?,?,0.045,7
?,?,?,0.11,0.2135,?,?,?,7
I,?,?,0.105,?,?,?,?,7
?,0.59,0.47,0.18,?,0.4205,?,0.36,13
?,0.595,0.455,0.155,?,?,?,?,12
?,0.575,?,0.185,?,?,?,?,15
?,0.6,0.495,0.165,1.2415,0.485,?,0.34,15
?,0.56,0.45,0.175,?,0.3835,?,?,15
?,0.56,0.45,?,?,?,?,0.41,19
?,?,?,?,0.8975,0.341,?,0.345,10
F,0.635,?,?,1.415,0.605,0.297,?,15
F,0.59,0.475,0.16,1.1015,?,?,?,13
F,0.54,?,?,?,0.394,0.194,?,11
F,?,0.44,?,0.865,?,?,?,12
?,?,?,0.165,0.8945,?,0.239,?,11
I,0.245,?,?,0.095,?,?,?,4
?,0.27,?,?,?,0.0465,0.028,?,6
?,0.46,?,0.13,0.639,0.3,0.1525,0.16,11
?,0.52,?,?,0.895,0.3615,0.186,?,14
?,?,?,0.11,0.2925,?,?,?,8
?,?,0.39,?,?,?,0.0885,0.255,9
?,0.45,0.36,?,0.4995,0.2035,0.1,0.17,13
F,?,?,?,?,0.4535,0.2855,?,22
M,?,0.5,0.2,?,?,?,?,16
M,0.62,?,0.205,?,?,?,0.385,14
?,?,0.505,0.225,1.525,0.56,?,0.45,15
?,?,0.515,?,1.259,0.4105,0.197,?,13
M,0.655,?,?,1.844,?,?,?,22
F,0.66,0.53,?,?,0.493,0.245,0.49,12
?,0.61,0.5,?,?,0.532,?,?,18
M,0.635,0.525,?,?,?,0.3115,?,20
?,0.515,?,?,?,0.2665,?,0.25,11
?,0.535,?,?,0.8415,0.314,?,?,15
?,0.36,?,0.105,?,?,0.057,0.075,7
?,0.455,?,0.12,0.4495,?,?,?,9
?,?,?,0.14,0.6295,?,?,0.225,14
?,?,?,0.175,?,0.325,?,?,14
?,?,0.415,0.17,?,0.295,?,?,10
?,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
?,0.495,?,?,?,0.242,?,0.205,17
?,?,0.355,?,?,0.132,?,0.19,9
?,0.535,?,0.16,?,?,0.1795,?,10
?,?,?,0.18,0.996,0.3835,?,0.325,17
?,?,0.505,?,1.2765,?,0.279,?,12
?,0.61,0.475,0.165,1.116,0.428,0.2205,?,15
?,0.565,0.455,?,1.013,0.342,?,?,19
M,?,0.495,0.195,1.0575,0.384,0.19,?,26
I,?,?,0.085,?,0.049,?,?,6
I,0.275,?,?,?,?,0.0285,0.035,6
?,0.28,?,?,0.1065,0.039,?,?,4
M,?,0.395,?,0.549,0.2215,0.1275,0.15,11
?,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
F,?,0.305,?,?,0.1455,0.0895,0.1,9
?,?,?,?,?,0.322,?,0.335,13
?,0.37,0.28,?,0.252,?,0.0595,0.074,8
M,?,0.27,0.1,?,?,0.0495,?,6
?,0.47,?,?,0.472,?,?,?,10
?,0.2,?,0.06,?,0.0125,?,?,4
I,?,0.12,?,0.0215,0.007,0.005,?,3
?,?,0.515,0.24,?,0.471,?,?,13
?,0.55,?,0.125,?,?,0.1635,0.195,14
?,?,?,?,0.9055,?,0.2355,?,10
?,0.63,0.485,?,?,?,?,?,21
?,?,0.44,?,0.971,0.443,0.2045,0.265,14
M,?,0.455,0.195,?,0.4595,0.3235,0.345,19
F,?,?,?,1.2255,?,?,?,23
?,?,0.485,0.175,1.3,?,?,0.46,23
?,0.45,0.355,?,?,0.194,0.067,?,8
F,0.635,0.535,0.19,?,?,?,0.39,14
M,?,?,?,?,?,?,?,10
?,?,0.455,?,0.8365,?,?,0.32,18
?,0.33,?,?,?,?,?,0.06,6
?,0.265,?,?,0.0965,0.0425,?,0.03,5
I,?,0.145,?,0.038,0.0165,0.0065,?,4
?,?,?,?,?,0.1065,0.075,?,11
I,0.265,?,?,?,?,0.041,0.035,5
M,?,0.265,?,?,0.0935,0.056,0.075,7
?,?,?,?,0.251,?,?,?,7
I,?,?,0.1,0.1755,?,0.0415,?,7
M,0.51,?,?,0.6435,?,?,?,12
?,?,0.295,?,?,?,0.053,0.095,8
?,0.36,?,?,?,?,?,0.09,8
?,?,0.38,0.155,?,0.2135,0.161,0.2,12
?,0.4,?,0.12,?,?,0.0565,?,8
I,?,0.22,?,0.121,?,0.042,0.035,5
?,?,?,?,?,?,?,0.02,5
F,0.74,0.6,0.195,1.974,0.598,0.4085,?,16
M,?,0.465,0.19,?,?,?,0.355,11
?,0.6,0.475,?,1.0875,?,0.2655,?,14
?,?,?,0.185,?,0.473,?,0.425,16
M,?,0.475,?,?,0.6045,0.325,?,13
?,?,?,0.195,?,?,?,?,15
M,0.575,?,?,?,0.581,?,0.3,14
?,0.62,?,0.205,?,0.4775,?,?,14
?,?,?,?,1.274,?,0.3065,0.32,12
F,?,0.375,?,0.568,0.2325,0.1495,0.17,12
F,0.46,0.425,0.155,?,?,?,?,8
M,0.49,0.39,0.14,?,?,?,0.18,13
F,?,?,0.16,?,?,?,?,9
I,0.34,0.26,?,?,0.08,0.0555,?,6
I,?,?,0.115,0.2715,0.092,?,?,8
M,?,?,?,1.2,?,?,0.28,14
F,0.61,0.495,?,?,0.536,0.2905,?,8
F,?,?,0.17,?,?,0.1635,?,22
M,?,?,0.14,0.9535,0.4465,0.2065,0.245,12
?,0.58,0.455,0.17,?,0.408,?,?,9
M,?,?,0.17,1.275,?,?,0.34,16
M,0.7,0.58,?,2.13,?,?,?,20
M,0.675,0.525,?,1.587,0.6935,?,?,13
?,?,?,?,?,0.7035,0.3885,0.395,18
?,?,?,0.215,2.499,?,0.472,?,17
?,?,?,0.18,?,?,0.392,?,16
?,?,?,?,1.227,?,?,?,18
F,?,?,0.15,?,0.392,?,?,12
F,0.65,0.525,?,1.4225,0.61,?,0.445,20
?,?,?,0.15,?,?,?,0.295,16
F,?,0.5,?,1.186,0.4985,?,0.35,12
?,0.63,?,?,1.016,0.4215,0.244,0.355,19
?,?,?,0.145,0.887,0.4405,0.1655,0.265,11
F,?,0.455,0.12,1.0735,?,?,0.265,10
?,0.63,0.49,0.18,1.13,0.458,?,0.315,12
?,0.69,0.56,0.215,1.719,?,?,?,17
F,0.65,0.545,?,1.566,0.6645,0.3455,0.415,16
?,0.66,?,0.195,1.7605,?,?,0.5,16
?,?,?,0.2,?,0.585,?,?,19
F,0.7,0.575,0.17,1.31,?,0.314,?,14
M,0.685,?,?,?,0.4635,0.292,?,13
F,?,?,0.195,1.7345,0.6845,?,0.605,20
M,0.63,0.49,0.19,1.1775,?,?,?,11
?,0.585,0.45,?,1.077,0.4995,0.2875,0.25,10
M,?,?,0.175,0.995,0.3895,?,0.37,15
F,?,0.495,0.185,?,?,0.3135,?,12
?,0.605,?,?,?,?,?,0.385,15
M,0.535,0.42,?,0.791,?,?,0.25,10
M,0.485,?,0.135,?,0.313,0.137,?,10
M,?,0.375,?,0.5565,?,?,?,12
?,0.545,0.425,0.135,0.8445,0.373,?,?,10
?,0.455,0.37,?,0.4925,?,?,?,9
?,?,?,?,?,?,0.152,?,12
?,0.46,0.38,?,0.482,0.207,0.1225,0.145,10
?,?,?,?,?,0.239,?,0.22,14
I,0.465,?,0.12,?,?,?,0.14,9
?,?,?,?,0.3215,0.1535,?,0.105,10
?,?,?,?,0.593,0.277,?,0.18,10
?,0.47,0.375,0.125,?,0.252,0.137,0.18,10
?,0.365,0.295,0.095,0.25,0.1075,0.0545,?,9
?,?,?,?,?,?,0.0535,?,6
?,?,?,0.1,0.302,?,?,?,11
?,0.5,?,?,?,?,0.176,?,10
?,?,?,?,0.5865,0.2385,0.144,0.185,8
M,?,0.44,?,0.6765,?,0.139,0.26,12
?,?,0.455,0.15,?,?,0.2075,?,11
?,0.485,0.365,?,?,0.27,?,?,9
M,?,0.455,?,0.7225,?,0.1625,?,9
F,0.435,0.325,0.11,0.4335,?,0.0985,0.155,7
?,0.515,0.415,?,0.6935,?,?,?,10
?,?,?,0.12,?,?,?,0.11,7
?,0.525,?,0.15,?,0.3685,0.1985,?,12
?,0.45,0.355,?,?,?,?,?,8
M,0.59,?,0.12,?,0.39,?,?,16
?,?,0.45,?,?,0.4,0.246,0.285,11
?,?,?,?,?,0.3395,?,?,8
M,0.59,?,0.165,1.1045,?,?,0.34,15
?,0.585,0.475,?,0.945,?,0.2115,0.28,14
?,0.58,0.46,0.12,0.9935,?,?,?,11
M,0.545,?,?,?,?,0.1715,0.24,12
?,?,0.495,?,1.2385,?,?,0.39,14
F,0.62,0.47,?,1.0325,0.3605,0.224,?,15
F,0.63,0.5,0.17,?,?,?,0.4,20
M,?,?,0.165,1.352,?,0.349,?,20
F,0.63,0.5,0.155,1.005,0.367,?,0.36,16
?,?,0.41,?,?,?,?,0.235,13
?,?,?,0.165,1.5015,?,?,?,14
?,0.49,?,?,?,0.2165,?,0.155,11
?,0.49,0.39,?,0.5785,?,?,?,13
?,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
?,?,0.2,0.07,0.092,0.037,0.02,0.03,6
?,0.58,0.45,?,1.068,0.425,0.203,?,13
?,0.61,?,0.165,?,?,0.2435,0.33,18
?,?,?,0.16,1.015,0.3995,0.1735,0.33,19
F,?,?,0.125,?,?,?,0.375,21
?,0.575,0.45,?,?,0.3775,?,?,18
?,?,0.45,0.175,0.9555,?,0.1665,?,18
?,0.6,?,?,1.036,?,0.196,0.325,20
?,0.565,0.455,0.17,?,0.342,0.156,?,18
?,0.545,0.42,0.14,?,0.2475,?,0.255,22
I,0.44,0.345,?,0.366,?,0.0905,?,13
?,?,0.41,0.15,?,?,0.137,0.22,11
I,?,?,0.095,?,?,?,0.09,7
?,?,0.305,0.095,0.252,?,0.055,?,14
?,0.39,0.3,0.09,?,?,?,0.085,9
M,?,0.415,0.165,?,0.249,0.138,0.25,13
?,0.36,?,0.11,0.2335,0.095,?,0.085,10
?,0.335,?,?,0.192,0.0785,0.0585,0.07,8
F,0.505,?,?,?,?,0.1625,?,19
?,0.395,0.295,0.1,?,0.134,0.0325,0.085,10
F,?,?,?,0.3635,0.159,0.077,0.12,10
F,0.56,?,0.19,0.714,0.283,?,0.275,9
M,0.565,0.435,?,?,0.329,?,?,13
M,0.565,?,0.185,?,?,?,0.375,16
?,0.605,?,?,1.098,?,0.232,?,12
?,0.565,0.455,0.15,?,0.365,?,?,18
?,?,?,?,?,0.6975,0.4725,0.58,16
F,?,?,?,?,0.592,0.3175,?,16
F,0.665,?,?,1.4385,?,0.354,?,17
F,?,?,?,0.9245,?,?,0.255,11
F,?,?,0.175,?,?,0.3045,?,14
?,0.575,?,0.14,?,?,?,?,11
F,0.64,0.54,0.175,?,0.51,0.259,0.39,15
?,0.36,0.28,0.105,0.199,0.0695,?,0.08,9
?,0.415,?,?,0.2965,0.123,?,?,10
?,0.525,?,0.135,0.7085,?,?,0.235,11
?,?,0.285,0.1,0.2665,0.115,0.061,0.075,11
?,0.585,0.465,0.17,0.9915,0.3865,?,0.265,12
I,0.24,0.185,?,?,?,0.018,?,6
?,0.22,0.165,0.055,0.0545,0.0215,?,0.02,5
?,?,?,?,0.0735,0.0255,0.02,?,6
?,0.175,0.125,?,?,0.008,0.0035,0.008,5
?,0.67,?,?,1.3905,?,0.3035,?,12
?,0.655,?,?,?,0.567,0.2735,0.41,13
?,0.68,0.55,?,?,?,?,?,17
M,0.675,?,0.2,1.4385,0.545,?,?,21
F,0.53,?,0.135,0.7835,0.313,?,?,9
F,?,?,0.12,0.646,0.2895,0.1405,0.177,10
?,?,?,0.12,?,?,?,?,9
?,?,0.405,?,?,0.2645,0.1415,0.181,11
?,0.545,0.415,?,0.7715,?,?,?,10
M,?,?,0.175,?,?,0.1395,?,17
?,0.465,0.35,?,?,0.1565,0.091,?,9
M,?,0.54,?,1.347,?,0.254,?,17
?,?,?,0.225,?,?,?,?,21
M,0.66,?,0.185,?,?,0.2635,0.455,16
?,0.7,?,?,1.8075,?,0.3215,?,29
M,0.575,0.4,?,0.9325,0.3605,0.2445,?,17
?,0.57,?,?,?,?,?,0.24,15
F,0.58,0.46,?,0.9955,0.429,0.212,?,19
M,0.63,?,0.145,?,0.4235,?,0.305,12
F,?,?,0.14,0.908,?,0.1615,?,13
M,?,0.45,0.13,?,?,?,0.29,11
F,?,?,0.15,?,?,?,0.36,15
?,0.54,0.42,?,0.8075,?,?,0.235,11
?,0.57,0.455,0.165,1.0595,?,?,0.285,14
?,0.59,?,?,?,?,0.19,0.285,14
M,?,?,?,0.921,0.357,0.181,0.29,13
?,0.655,?,?,?,0.5345,?,?,11
M,0.655,0.53,0.175,1.2635,0.486,0.2635,?,15
?,0.625,?,?,?,?,0.2185,0.37,17
?,0.625,?,0.15,0.953,0.3445,0.2235,0.305,15
F,0.64,?,?,?,?,?,?,12
F,0.605,0.485,0.165,1.0105,?,?,0.3,19
?,0.615,0.525,0.155,1.0385,0.427,?,?,11
?,?,0.45,?,0.874,0.3275,0.202,0.305,10
?,0.58,?,?,?,?,?,?,12
F,?,0.52,?,?,0.378,0.27,?,23
?,0.62,?,?,?,?,0.2145,0.36,15
?,0.6,0.505,0.19,?,0.4385,?,0.36,13
F,?,?,?,?,0.4385,0.2305,?,17
?,0.6,?,?,?,0.4865,0.247,?,15
M,0.56,0.46,?,?,?,?,?,12
?,?,?,0.225,1.055,?,0.221,0.365,15
?,0.56,?,?,0.889,?,0.204,0.25,11
I,0.56,0.445,?,?,?,?,?,16
?,?,0.53,?,?,0.439,?,?,10
?,0.455,?,?,?,?,0.1265,?,10
?,?,?,0.145,?,?,?,?,10
M,?,?,?,?,?,0.0365,?,6
?,?,0.195,0.07,?,?,0.0215,?,5
M,0.27,?,?,0.1,0.0385,?,0.03,6
?,?,?,0.115,0.2795,0.1115,?,0.075,9
M,?,0.2,0.08,0.0915,?,0.0215,?,5
M,0.325,0.23,0.09,?,?,0.034,0.045,4
?,0.345,0.25,0.09,0.203,?,0.059,0.055,6
?,0.21,?,0.05,0.0385,0.0155,?,?,3
?,?,?,0.09,?,?,0.0385,0.055,5
?,?,0.26,?,0.218,0.0935,?,0.07,9
M,0.2,0.14,0.055,0.035,0.0145,?,?,5
M,?,?,?,0.0545,?,?,0.015,4
?,?,?,0.04,0.024,?,?,0.005,4
?,0.155,0.11,?,0.0155,0.0065,?,0.005,3
F,0.57,?,?,0.733,?,0.159,0.235,14
F,?,?,?,0.9715,0.3965,0.255,0.26,12
M,?,?,?,?,0.0885,?,0.085,9
?,?,?,0.185,?,0.299,?,?,20
F,?,0.355,?,0.458,0.192,?,0.13,13
?,?,0.37,?,0.4705,0.1845,?,?,12
F,?,0.335,?,0.38,?,?,?,9
I,0.47,?,?,0.4985,0.2095,0.1225,?,10
?,0.465,0.38,0.13,?,0.1895,0.08,?,11
?,0.52,?,0.14,?,0.2,?,?,11
M,0.29,?,?,0.1165,?,0.0255,?,7
?,0.275,?,?,0.094,?,?,?,5
?,0.375,0.29,?,0.2705,?,0.066,?,10
?,?,?,?,?,?,?,?,15
F,?,0.355,0.115,0.415,?,0.0925,0.131,11
?,?,0.325,0.115,0.2885,?,?,0.1135,15
