318.8,?,?,?,?,?,?,?,33.40
?,?,?,147.4,?,?,?,?,54.10
362.6,?,0.0,164.9,11.6,944.7,755.8,7,55.90
323.7,282.8,0.0,?,?,942.7,?,?,49.80
379.5,151.2,0.0,153.9,15.9,?,?,?,47.10
362.6,?,?,164.9,?,?,?,?,55.90
?,200.9,?,144.7,?,?,?,7,38.00
?,?,0.0,?,?,944.7,?,7,55.90
439.0,177.0,0.0,186.0,?,884.9,?,7,56.10
389.9,189.0,?,?,?,?,?,?,59.09
362.6,189.0,?,164.9,?,?,755.8,7,22.90
337.9,?,0.0,174.9,?,944.7,?,7,35.10
?,189.2,?,?,10.1,?,?,?,61.09
313.3,?,?,?,?,?,?,28,59.80
425.0,?,0.0,153.5,?,?,?,?,60.29
425.0,?,?,?,18.6,936.0,?,28,61.80
375.0,?,0.0,?,?,852.1,992.6,28,56.70
?,118.8,0.0,?,8.9,852.1,?,?,68.30
469.0,?,0.0,137.8,?,852.1,840.5,28,66.90
425.0,106.3,0.0,?,16.5,852.1,?,?,60.29
388.6,97.1,?,157.9,12.1,?,?,?,50.70
531.3,0.0,0.0,?,28.2,852.1,893.7,?,56.40
?,106.3,0.0,?,?,852.1,887.1,?,60.29
318.8,?,?,?,?,?,?,?,55.50
401.8,?,?,147.4,11.4,?,?,?,68.50
362.6,189.0,?,?,?,?,?,28,71.30
323.7,?,?,?,?,942.7,?,28,74.70
379.5,151.2,0.0,153.9,?,1134.3,?,28,52.20
?,189.0,?,164.9,?,944.7,?,28,71.30
?,200.9,?,144.7,?,1004.6,803.7,?,67.70
362.6,?,?,?,?,?,755.8,28,71.30
?,?,0.0,186.0,?,?,707.9,28,66.00
?,189.0,?,?,22.0,?,?,?,74.50
?,?,?,164.9,11.6,944.7,?,?,71.30
?,189.0,?,?,?,?,?,?,49.90
374.0,?,0.0,?,10.1,926.1,?,?,63.40
313.3,?,0.0,175.5,?,?,?,?,64.90
?,?,0.0,153.5,16.5,852.1,?,?,64.30
?,?,?,151.4,18.6,936.0,?,?,64.90
375.0,93.8,0.0,126.6,?,852.1,?,?,60.20
475.0,?,?,181.1,?,852.1,?,?,72.30
?,117.2,0.0,?,?,?,840.5,56,69.30
425.0,106.3,0.0,?,?,?,887.1,?,64.30
388.6,97.1,0.0,157.9,?,852.1,925.7,56,55.20
531.3,?,0.0,?,?,?,?,?,58.80
?,106.3,?,153.5,16.5,852.1,?,?,64.30
?,?,?,155.7,14.3,852.1,?,?,66.10
?,94.7,0.0,?,11.4,?,?,?,73.70
362.6,189.0,?,164.9,11.6,?,?,?,77.30
?,282.8,0.0,183.8,10.3,?,?,?,80.20
?,?,0.0,153.9,?,?,?,56,54.90
362.6,?,?,?,11.6,?,?,?,77.30
286.3,?,0.0,144.7,?,?,803.7,?,72.99
362.6,?,0.0,?,?,?,?,56,77.30
439.0,177.0,?,186.0,?,?,707.9,?,71.70
?,?,?,?,?,?,?,56,79.40
362.6,?,?,164.9,11.6,?,755.8,?,77.30
?,189.0,0.0,?,?,?,755.8,56,59.89
374.0,189.2,0.0,?,?,?,756.7,?,64.90
313.3,?,0.0,175.5,8.6,?,611.8,?,66.60
?,?,0.0,?,?,?,?,?,65.20
?,?,0.0,?,?,?,803.7,91,66.70
375.0,?,?,126.6,23.4,?,992.6,91,62.50
?,118.8,?,181.1,?,?,781.5,91,74.19
?,?,?,137.8,?,?,?,?,70.70
?,?,?,153.5,?,?,?,?,65.20
388.6,?,0.0,?,12.1,?,925.7,?,57.60
531.3,?,0.0,?,?,?,?,?,59.20
?,106.3,0.0,?,?,?,?,91,65.20
318.8,212.5,?,155.7,?,?,?,91,68.10
401.8,?,0.0,?,11.4,?,852.1,?,75.50
362.6,?,0.0,164.9,?,944.7,?,?,79.30
?,151.2,0.0,?,?,1134.3,?,91,56.50
?,?,?,?,?,944.7,?,91,79.30
286.3,?,?,?,11.2,1004.6,?,?,76.80
?,189.0,0.0,164.9,11.6,944.7,755.8,91,79.30
?,177.0,?,?,11.1,884.9,707.9,?,73.30
389.9,189.0,0.0,?,?,?,?,91,82.60
362.6,189.0,0.0,164.9,?,?,?,91,79.30
337.9,?,0.0,?,?,944.7,755.8,?,67.80
?,?,96.7,?,4.5,967.1,?,?,11.58
?,?,96.7,189.3,?,?,?,14,24.45
?,0.0,96.7,?,?,?,?,28,24.89
222.4,0.0,?,?,?,?,?,?,29.45
?,?,96.7,189.3,?,967.1,870.3,?,40.71
?,?,?,?,?,?,852.2,3,10.38
?,0.0,?,?,?,?,852.2,?,22.14
?,0.0,?,197.9,4.6,?,?,?,22.84
?,?,?,?,?,947.0,852.2,?,27.66
?,?,?,197.9,?,947.0,?,?,34.56
?,?,100.5,?,7.5,?,905.9,?,12.45
?,?,?,?,7.5,?,?,?,24.99
194.7,0.0,100.5,165.6,?,?,?,?,25.72
194.7,?,100.5,165.6,?,1006.4,?,?,33.96
194.7,?,?,?,?,?,?,?,37.34
?,?,125.4,?,7.8,1090.0,?,3,15.04
?,?,125.4,?,7.8,1090.0,804.0,?,21.06
?,0.0,?,?,7.8,?,804.0,?,26.40
?,?,?,?,?,?,?,?,35.34
?,?,?,162.1,?,?,804.0,100,40.57
212.1,?,121.6,180.3,?,1057.6,779.3,?,12.47
?,?,121.6,?,5.7,1057.6,779.3,14,20.92
212.1,0.0,121.6,180.3,?,1057.6,?,?,24.90
?,?,?,180.3,?,?,?,?,34.20
?,0.0,?,?,?,1057.6,?,100,39.61
?,0.0,118.3,?,?,?,?,?,10.03
?,?,118.3,?,4.6,?,758.6,?,20.08
?,?,118.3,195.5,4.6,?,?,?,24.48
?,?,118.3,?,4.6,?,?,56,31.54
230.0,?,?,195.5,?,?,758.6,?,35.34
?,0.0,125.2,161.9,?,1088.1,802.6,?,9.45
?,0.0,125.2,161.9,?,1088.1,?,?,22.72
190.3,0.0,125.2,161.9,?,1088.1,802.6,?,28.47
?,0.0,125.2,?,9.9,?,802.6,56,38.56
?,0.0,125.2,161.9,?,1088.1,802.6,?,40.39
?,0.0,163.3,?,?,?,?,?,10.76
?,0.0,163.3,176.5,4.5,?,?,14,25.48
?,?,?,176.5,?,?,780.1,28,21.54
?,0.0,?,?,4.5,?,?,56,28.63
?,?,?,176.5,?,1058.6,780.1,100,33.54
168.0,?,?,?,?,1058.7,?,?,7.75
?,?,?,121.8,5.7,1058.7,780.1,14,17.82
168.0,42.1,?,121.8,?,?,?,?,24.24
168.0,42.1,?,121.8,5.7,1058.7,780.1,56,32.85
?,?,163.8,?,?,?,780.1,100,39.23
213.7,98.1,?,?,?,?,?,?,18.00
?,?,?,181.7,?,1065.8,?,?,30.39
?,98.1,24.5,181.7,?,?,785.4,28,45.71
?,?,?,181.7,?,1065.8,785.4,?,50.77
213.7,98.1,?,181.7,6.9,1065.8,785.4,100,53.90
?,?,?,?,6.7,1066.0,?,?,13.18
?,98.1,24.5,181.7,6.7,?,785.5,?,17.84
?,?,?,?,?,?,?,28,40.23
?,?,?,181.7,?,1066.0,785.5,56,47.13
213.8,98.1,?,181.7,?,?,?,100,49.97
?,?,?,195.2,?,?,?,?,13.36
229.7,0.0,118.2,?,6.1,?,?,14,22.32
?,?,?,?,?,1028.1,?,?,24.54
?,0.0,?,?,6.1,?,?,56,31.35
?,?,118.2,195.2,6.1,1028.1,757.6,?,40.86
238.1,0.0,?,?,?,949.9,847.0,?,19.93
238.1,0.0,94.1,186.7,?,949.9,847.0,?,25.69
238.1,0.0,94.1,?,?,949.9,847.0,28,30.23
238.1,?,?,?,7.0,?,847.0,?,39.59
238.1,?,?,186.7,?,949.9,?,?,44.30
?,?,95.7,?,?,?,861.2,?,13.82
250.0,?,95.7,187.4,5.5,956.9,?,?,24.92
?,0.0,?,?,5.5,?,861.2,28,29.22
250.0,0.0,?,?,?,956.9,861.2,?,38.33
?,?,?,?,5.5,?,861.2,100,42.35
212.5,0.0,100.4,159.3,?,1007.8,903.6,?,13.54
?,?,100.4,?,8.7,1007.8,903.6,14,26.31
?,?,100.4,?,?,1007.8,?,28,31.64
?,?,?,159.3,?,1007.8,903.6,56,42.55
?,0.0,?,?,8.7,?,?,?,42.92
?,?,?,159.4,?,?,?,?,13.33
?,?,?,?,10.4,1003.8,?,?,25.37
?,?,?,?,?,1003.8,903.8,?,37.40
212.6,?,?,159.4,?,?,?,56,44.40
?,0.0,100.4,?,?,?,?,?,47.74
?,?,?,159.0,7.8,?,?,?,19.52
212.0,0.0,?,159.0,7.8,1085.4,799.5,14,31.35
?,?,124.8,159.0,7.8,?,?,28,38.50
?,?,?,159.0,7.8,?,?,?,45.08
212.0,?,?,?,?,?,?,100,47.82
?,?,121.6,174.0,?,1056.4,778.5,?,15.44
?,0.0,?,174.0,?,?,778.5,?,26.77
231.8,0.0,121.6,?,?,1056.4,?,?,33.73
231.8,?,?,?,?,1056.4,778.5,?,42.70
231.8,0.0,121.6,?,6.7,?,?,?,45.84
?,0.0,?,?,?,1028.4,757.7,3,17.22
?,?,?,188.5,?,?,757.7,?,29.93
251.4,0.0,?,?,?,1028.4,?,?,29.65
251.4,?,?,?,5.8,1028.4,757.7,?,36.97
?,?,?,188.5,?,?,757.7,?,43.58
251.4,?,?,188.5,?,?,?,?,13.12
?,0.0,?,?,?,?,757.7,14,24.43
?,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
251.4,?,?,188.5,?,1028.4,757.7,?,36.64
?,0.0,?,?,6.4,?,757.7,100,44.21
?,?,?,169.6,?,?,?,3,13.62
?,0.0,?,?,?,?,?,?,21.60
181.4,?,167.0,169.6,7.6,1055.6,777.8,?,27.77
?,?,167.0,?,7.6,?,?,?,35.57
181.4,?,?,?,?,?,?,?,45.37
?,?,122.0,?,?,?,?,3,7.32
?,?,122.0,170.2,8.2,1059.4,?,?,21.50
?,?,122.0,170.2,?,?,?,?,31.27
182.0,?,?,?,8.2,1059.4,?,?,43.50
?,?,122.0,170.2,?,1059.4,780.7,100,48.67
168.9,?,?,158.3,?,1080.8,?,3,7.40
168.9,?,124.3,?,?,1080.8,?,14,23.51
?,?,124.3,?,?,?,?,28,31.12
?,?,?,158.3,10.8,1080.8,796.2,?,39.15
?,42.2,?,?,10.8,1080.8,?,100,48.15
290.4,?,96.2,?,?,?,865.0,?,22.50
?,0.0,?,?,?,961.2,?,?,34.67
?,?,96.2,?,?,?,865.0,?,34.74
290.4,?,96.2,?,?,?,?,?,45.08
290.4,?,?,?,?,?,?,100,48.97
277.1,?,97.4,160.6,11.8,?,875.6,?,23.14
?,0.0,?,160.6,?,973.9,875.6,14,41.89
?,?,97.4,160.6,11.8,973.9,875.6,28,48.28
277.1,?,?,160.6,11.8,?,875.6,?,51.04
?,0.0,97.4,160.6,?,973.9,875.6,100,55.64
295.7,?,?,171.5,?,?,?,?,22.95
295.7,?,95.6,?,8.9,955.1,?,14,35.23
295.7,?,95.6,171.5,?,?,859.2,?,39.94
295.7,0.0,?,?,?,?,?,?,48.72
295.7,?,?,?,8.9,?,?,100,52.04
?,?,99.9,146.1,?,?,?,?,21.02
?,0.0,?,146.1,12.4,?,?,?,33.36
?,?,?,?,?,1006.0,?,?,33.94
251.8,?,?,?,12.4,1006.0,?,56,44.14
?,?,99.9,?,12.4,1006.0,?,?,45.37
?,0.0,?,158.1,?,?,889.0,?,15.36
?,0.0,?,?,?,?,?,?,28.68
249.1,?,?,?,12.8,?,?,28,30.85
249.1,0.0,?,158.1,12.8,?,?,56,42.03
249.1,?,98.8,158.1,?,?,?,100,51.06
252.3,0.0,?,?,14.2,?,?,?,21.78
?,0.0,?,146.3,?,?,?,?,42.29
?,?,?,?,14.2,987.8,?,?,50.60
252.3,0.0,98.8,146.3,?,987.8,?,56,55.83
?,0.0,?,?,14.2,987.8,889.0,100,60.95
246.8,?,125.1,143.3,12.0,1086.8,?,3,23.52
246.8,?,?,?,?,1086.8,?,?,42.22
?,0.0,?,?,12.0,1086.8,?,?,52.50
?,?,125.1,?,?,1086.8,800.9,?,60.32
?,0.0,?,?,?,?,800.9,100,66.42
275.1,?,?,159.5,?,1053.6,777.5,3,23.80
?,?,121.4,?,?,?,777.5,?,38.77
275.1,?,121.4,?,9.9,1053.6,?,?,51.33
?,?,?,?,9.9,?,?,?,56.85
?,?,?,159.5,9.9,?,?,100,58.61
?,?,?,174.8,?,1022.8,753.5,?,21.91
?,0.0,117.5,174.8,9.5,1022.8,753.5,?,36.99
297.2,?,?,?,9.5,?,753.5,?,47.40
?,?,?,174.8,?,1022.8,753.5,?,51.96
?,?,?,174.8,9.5,?,753.5,?,56.74
?,0.0,?,?,?,1053.5,?,?,17.57
213.7,0.0,?,?,10.2,?,776.4,14,33.73
213.7,0.0,?,?,?,?,?,?,40.15
213.7,?,174.7,154.8,?,?,?,?,46.64
213.7,0.0,?,?,?,?,?,?,50.08
213.5,?,?,154.6,11.7,?,775.5,?,17.37
213.5,0.0,?,?,11.7,?,?,?,33.70
?,0.0,?,?,?,1052.3,?,28,45.94
213.5,0.0,?,154.6,?,1052.3,775.5,?,51.43
?,?,?,154.6,?,1052.3,775.5,?,59.30
277.2,?,24.5,?,11.2,?,?,?,30.45
?,97.8,?,?,11.2,?,?,14,47.71
?,?,?,160.7,11.2,?,782.5,?,63.14
?,?,?,?,11.2,1061.7,782.5,56,66.82
277.2,97.8,?,?,?,?,?,100,66.95
218.2,?,123.8,?,?,?,?,?,27.42
218.2,?,123.8,?,11.9,?,792.7,?,35.96
?,54.6,123.8,140.8,11.9,?,?,?,55.51
218.2,54.6,123.8,?,?,?,792.7,?,61.99
?,?,?,?,?,?,792.7,100,63.53
214.9,53.8,?,155.6,9.6,?,?,?,18.02
?,53.8,121.9,?,?,1014.3,780.6,?,38.60
?,53.8,?,155.6,?,1014.3,?,?,52.20
?,53.8,121.9,155.6,?,1014.3,?,56,53.96
214.9,?,?,?,?,?,780.6,100,56.63
218.9,0.0,?,?,?,?,794.9,?,15.34
218.9,0.0,?,?,?,1078.7,?,?,26.05
218.9,0.0,124.1,158.5,11.3,?,?,28,30.22
218.9,?,124.1,158.5,?,?,?,?,37.27
218.9,?,?,158.5,?,1078.7,794.9,100,46.23
376.0,?,?,?,0.0,1003.5,?,3,16.28
?,0.0,?,214.6,?,?,762.4,?,25.62
376.0,?,?,?,?,?,?,28,31.97
376.0,?,?,?,?,1003.5,?,56,36.30
376.0,0.0,0.0,214.6,0.0,?,762.4,100,43.06
?,?,?,140.0,4.0,?,?,28,67.57
475.0,0.0,?,?,?,1098.0,?,28,57.23
?,?,0.0,?,5.9,?,745.0,28,81.75
505.0,?,?,195.0,?,?,?,?,64.02
451.0,?,0.0,165.0,11.3,1030.0,?,?,78.80
?,0.0,0.0,?,?,801.0,802.0,?,41.37
?,?,0.0,170.0,5.2,855.0,?,?,60.28
?,?,?,185.0,?,920.0,?,28,56.83
?,?,?,?,?,870.0,?,?,51.02
385.0,?,136.0,?,?,?,768.0,?,55.55
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,?,44.13
?,50.0,?,200.0,?,?,613.2,28,39.38
?,17.2,158.0,?,20.8,?,?,?,55.65
333.0,?,163.0,167.0,?,?,652.0,?,47.28
?,17.6,158.0,?,15.3,?,633.0,28,44.33
?,?,?,175.0,?,?,?,28,52.30
?,200.0,?,190.0,?,1145.0,?,?,49.25
516.0,?,?,?,8.3,?,?,28,41.37
?,?,119.0,?,5.7,?,?,?,29.16
160.0,?,?,182.0,?,?,?,?,39.40
234.0,156.0,0.0,?,?,?,?,28,39.30
?,180.0,?,159.0,9.5,?,?,28,67.87
?,?,?,?,?,?,662.0,28,58.52
?,190.0,?,?,?,1031.0,685.0,?,53.58
356.0,?,0.0,?,?,?,?,28,59.00
275.0,?,?,?,?,?,?,?,76.24
500.0,0.0,0.0,?,9.0,?,655.0,28,69.84
?,?,143.6,?,?,1005.6,900.9,?,14.40
?,128.5,?,175.1,?,?,?,3,19.42
?,129.8,?,?,?,1007.3,746.8,3,20.73
167.4,?,?,175.5,?,?,746.6,?,14.94
172.4,?,?,?,?,?,856.4,3,21.29
173.5,?,?,164.8,?,1006.2,?,3,23.08
167.0,?,?,164.0,7.9,1007.3,?,?,15.52
?,93.4,?,172.3,?,?,746.6,?,15.82
?,?,125.2,166.6,?,?,?,?,12.55
?,0.0,95.7,191.8,?,948.9,857.2,?,8.49
213.5,0.0,?,159.2,?,1043.6,?,?,15.61
?,?,?,?,7.5,?,?,?,12.18
?,0.0,?,?,?,1043.6,754.3,?,11.98
165.0,?,?,163.8,0.0,?,?,14,16.88
?,128.5,132.1,175.1,?,?,746.6,14,33.09
?,?,118.6,?,3.6,1007.3,746.8,?,34.24
?,129.9,128.6,175.5,?,1006.3,?,14,31.81
172.4,13.6,?,?,?,?,856.4,14,29.75
?,50.1,?,164.8,?,?,?,?,33.01
?,?,?,164.0,?,?,?,14,32.90
173.8,93.4,?,?,?,?,?,?,29.55
?,?,?,?,?,1079.0,798.9,?,19.42
?,?,95.7,?,?,948.9,857.2,14,24.66
?,?,174.2,?,11.7,?,771.9,14,29.59
?,0.0,100.5,170.2,?,998.0,?,?,24.28
251.4,0.0,118.3,?,?,1043.6,754.3,14,20.73
165.0,?,143.6,?,0.0,?,900.9,?,26.20
?,?,132.1,?,?,?,746.6,28,46.39
?,?,118.6,179.9,3.6,?,?,?,39.16
?,?,128.6,175.5,?,1006.3,746.6,28,41.20
172.4,?,?,?,4.1,1006.3,?,?,33.69
173.5,50.1,173.5,?,?,1006.2,793.5,?,38.20
167.0,75.4,?,?,7.9,?,?,28,41.41
173.8,93.4,159.9,?,?,?,746.6,?,37.81
190.3,?,?,166.6,?,1079.0,?,?,24.85
?,0.0,?,191.8,5.3,948.9,?,?,27.22
213.5,?,174.2,?,?,?,771.9,28,44.64
194.7,?,100.5,170.2,7.5,?,901.8,28,37.27
251.4,0.0,118.3,?,?,1043.6,754.3,?,33.27
?,0.0,?,163.8,?,?,900.9,?,36.56
?,?,132.1,175.1,?,1005.8,746.6,56,53.72
178.0,?,?,179.9,?,?,?,?,48.59
167.4,129.9,?,175.5,7.8,?,?,56,51.72
172.4,13.6,172.4,156.8,4.1,1006.3,?,?,35.85
?,50.1,173.5,?,6.5,?,?,?,53.77
167.0,75.4,?,?,?,1007.3,?,?,53.46
?,93.4,?,172.3,9.7,?,746.6,?,48.99
190.3,0.0,?,?,?,?,798.9,56,31.72
250.0,0.0,95.7,191.8,?,948.9,857.2,56,39.64
?,?,?,?,?,?,?,?,51.26
?,0.0,100.5,170.2,7.5,?,901.8,?,43.39
?,0.0,?,?,?,?,754.3,?,39.27
165.0,?,?,?,?,1005.6,900.9,100,37.96
165.0,?,?,?,?,1005.8,746.6,?,55.02
?,?,?,?,3.6,?,?,100,49.99
167.4,?,?,175.5,7.8,?,746.6,?,53.66
172.4,13.6,?,?,?,?,?,?,37.68
173.5,?,173.5,?,?,?,?,100,56.06
167.0,75.4,?,?,7.9,?,770.1,?,56.81
?,?,?,?,?,1007.2,?,?,50.94
190.3,?,?,?,9.9,1079.0,?,?,33.56
250.0,?,95.7,?,5.3,?,857.2,100,41.16
213.5,0.0,?,159.2,?,1043.6,771.9,100,52.96
?,0.0,?,170.2,7.5,?,?,?,44.28
251.4,0.0,?,192.9,5.8,?,?,100,40.15
?,?,?,162.0,11.6,967.0,?,?,57.03
446.0,?,?,?,?,967.0,?,?,44.42
446.0,24.0,79.0,?,?,?,?,?,51.02
446.0,24.0,?,?,?,?,712.0,?,53.39
?,24.0,?,162.0,?,?,?,3,35.36
?,24.0,79.0,162.0,11.6,?,?,?,25.02
446.0,24.0,79.0,?,11.6,967.0,712.0,?,23.35
?,24.0,79.0,?,11.6,?,?,7,52.01
?,?,?,?,11.6,967.0,712.0,?,38.02
446.0,24.0,?,?,11.6,967.0,712.0,7,39.30
?,?,79.0,?,?,?,?,56,61.07
446.0,?,?,?,11.6,967.0,?,?,56.14
446.0,?,?,?,?,?,712.0,?,55.25
?,?,79.0,?,10.3,?,?,?,54.77
?,?,94.0,?,?,938.0,?,?,50.24
387.0,?,?,?,?,?,845.0,?,46.68
387.0,?,94.0,?,11.6,?,845.0,28,46.68
?,20.0,?,157.0,?,?,845.0,3,22.75
?,20.0,94.0,157.0,13.9,938.0,?,?,25.51
?,?,?,157.0,?,?,845.0,?,34.77
?,?,94.0,157.0,?,?,?,7,36.84
?,?,94.0,157.0,?,938.0,?,?,45.90
387.0,?,94.0,157.0,?,?,845.0,?,41.67
?,20.0,94.0,?,14.3,?,?,?,56.34
387.0,20.0,94.0,?,13.9,?,?,56,47.97
387.0,20.0,?,157.0,11.6,?,?,?,61.46
?,19.0,?,?,?,?,?,28,44.03
355.0,?,?,145.0,12.3,?,871.0,?,55.45
491.0,?,?,210.0,3.9,882.0,699.0,?,55.55
?,26.0,123.0,?,?,822.0,?,28,57.92
491.0,?,123.0,?,?,882.0,?,3,25.61
491.0,26.0,123.0,?,?,?,?,7,33.49
?,26.0,123.0,?,?,?,699.0,?,59.59
491.0,26.0,123.0,?,?,?,?,?,29.55
?,?,?,201.0,?,?,699.0,?,37.92
?,?,?,201.0,3.9,?,699.0,?,61.86
424.0,22.0,?,?,8.5,?,?,?,62.05
424.0,?,?,178.0,8.5,882.0,?,?,32.01
?,?,?,168.0,8.9,?,?,?,72.10
?,?,?,178.0,8.5,?,?,?,39.00
?,?,132.0,?,8.5,822.0,750.0,?,65.70
?,?,?,168.0,?,?,?,3,32.11
?,?,132.0,?,?,?,?,7,40.29
424.0,22.0,?,?,?,?,?,?,74.36
?,11.0,?,?,?,?,801.0,28,21.97
202.0,11.0,141.0,206.0,?,?,801.0,?,9.85
?,?,141.0,?,?,?,?,7,15.07
202.0,11.0,141.0,?,?,942.0,?,?,23.25
?,?,?,?,5.5,?,?,28,43.73
?,?,?,?,5.5,?,801.0,3,13.40
?,15.0,?,?,?,?,801.0,?,24.13
284.0,?,?,179.0,?,?,?,?,44.52
359.0,19.0,141.0,154.0,10.9,?,?,?,62.94
?,19.0,?,154.0,?,?,?,?,59.49
?,?,141.0,?,10.9,?,?,?,25.12
?,?,?,?,?,?,801.0,3,23.64
359.0,19.0,?,?,10.9,?,?,?,35.75
359.0,?,?,154.0,10.9,?,801.0,?,38.61
?,19.0,?,154.0,10.9,?,?,?,68.75
?,19.0,141.0,154.0,?,942.0,?,56,66.78
436.0,?,?,?,0.0,838.4,719.7,?,23.85
289.0,0.0,?,?,?,?,895.3,?,32.07
