M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5
M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18
F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10
F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7
M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7
F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
M,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14
M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13
M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11
M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6
I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6
I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
I,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6
I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7
I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6
I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6
I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11
M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
