15.11,?,0.8986,5.579,3.462,?,?,1
?,14.04,0.8794,5.376,3.155,1.56,4.961,1
?,14.76,0.8861,5.701,?,?,5.132,1
?,14.56,0.8883,5.57,3.377,?,?,1
?,?,0.8819,?,?,?,5.111,1
?,14.67,?,5.678,3.258,2.129,5.351,1
14.43,14.4,?,?,3.272,3.975,5.144,1
?,14.91,0.8923,5.674,3.434,5.593,?,1
?,14.61,0.8538,5.715,3.113,4.116,?,1
14.33,14.28,?,5.504,3.199,3.328,5.224,1
14.52,14.6,0.8557,5.741,?,?,5.487,1
15.03,?,0.8658,?,?,?,?,1
14.46,14.35,0.8818,?,?,2.802,5.044,1
14.92,?,0.9006,5.384,3.412,1.142,5.088,1
15.38,14.77,?,?,3.419,1.999,5.222,1
12.11,?,0.8392,5.159,3.032,?,4.519,1
11.42,?,?,5.008,2.85,2.7,?,1
11.23,?,0.884,?,?,?,?,1
?,?,?,5.076,3.042,3.22,?,1
13.22,13.84,0.868,5.395,3.07,?,5.088,1
12.78,13.57,0.8716,5.262,?,1.176,?,1
12.88,13.5,0.8879,5.139,?,2.352,4.607,1
14.34,14.37,?,?,?,1.313,5.15,1
14.01,14.29,0.8625,?,?,2.217,5.132,1
?,14.39,?,?,?,1.464,5.3,1
12.73,?,?,5.412,?,?,?,1
?,15.98,0.8673,?,?,?,6.06,2
?,?,0.8623,5.998,3.484,?,?,2
17.26,15.73,0.8763,5.978,3.594,4.539,5.791,2
19.11,?,?,?,?,?,?,2
16.82,15.51,0.8786,6.017,3.486,4.004,5.841,2
16.77,15.62,0.8638,?,3.438,4.92,5.795,2
17.32,?,0.8599,6.064,3.403,3.824,5.922,2
20.71,?,0.8763,6.579,?,4.451,6.451,2
18.94,?,0.875,6.445,?,5.064,?,2
17.12,15.55,0.8892,?,3.566,2.858,5.746,2
16.53,?,?,5.875,3.467,5.532,5.88,2
18.72,?,0.8977,6.006,?,5.324,5.879,2
20.2,16.89,0.8894,6.285,?,5.173,6.187,2
?,16.74,?,6.384,3.772,1.472,?,2
19.51,16.71,?,6.366,3.801,2.962,6.185,2
18.27,16.09,0.887,?,3.651,2.443,6.197,2
18.88,?,?,6.084,?,?,?,2
?,16.66,?,?,3.67,?,?,2
21.18,17.21,?,6.573,?,5.78,6.231,2
?,17.05,?,6.45,4.032,?,?,2
20.1,?,0.8746,?,3.785,1.955,?,2
18.76,16.2,?,?,?,3.12,?,2
18.81,16.29,0.8906,?,3.693,3.237,?,2
?,?,?,6.037,3.86,6.001,?,2
18.36,16.52,0.8452,6.666,3.485,?,?,2
16.87,15.65,0.8648,6.139,3.463,?,?,2
19.31,16.59,?,6.341,3.81,3.477,6.238,2
18.98,16.57,0.8687,6.449,?,2.144,6.453,2
18.17,16.26,0.8637,?,3.512,?,?,2
?,16.34,?,6.219,?,2.188,?,2
?,15.25,0.8866,?,?,4.217,5.618,2
17.99,?,?,5.89,3.694,?,5.837,2
19.46,?,0.8985,?,?,?,6.009,2
19.18,?,0.8717,?,3.681,3.357,6.229,2
?,?,0.8829,?,?,3.368,?,2
18.83,16.29,?,6.037,3.786,?,5.879,2
18.85,16.17,?,?,3.806,2.843,6.2,2
17.63,?,0.88,?,3.573,3.747,?,2
19.94,16.92,?,6.675,?,3.252,6.55,2
18.55,16.22,0.8865,6.153,3.674,1.738,5.894,2
?,?,0.8921,6.107,3.769,?,5.794,2
?,?,?,6.303,?,?,?,2
19.13,16.31,?,6.183,3.902,?,5.924,2
19.14,16.61,?,6.259,3.737,6.682,6.053,2
?,17.25,0.8859,6.563,3.991,4.677,?,2
19.06,?,0.8854,6.416,?,?,?,2
18.96,?,0.9077,?,3.897,?,5.75,2
?,?,0.889,6.245,?,3.084,?,2
18.89,?,0.9008,?,3.769,?,?,2
20.03,16.9,0.8811,6.493,3.857,?,6.32,2
20.24,?,0.8897,?,3.962,?,6.188,2
18.14,16.12,0.8772,?,?,3.619,6.011,2
16.17,?,0.8588,5.762,3.387,4.286,5.703,2
?,15.97,0.9077,5.98,3.771,2.984,5.905,2
15.99,14.89,0.9064,?,?,3.336,?,2
18.75,16.18,0.8999,6.111,3.869,?,5.992,2
?,16.41,0.8698,?,?,?,6.102,2
17.98,15.85,0.8993,5.979,3.687,2.257,5.919,2
20.16,17.03,0.8735,?,3.773,1.91,6.185,2
?,?,?,5.791,3.69,?,?,2
18.3,15.89,?,5.979,3.755,2.837,?,2
?,16.32,0.8942,?,3.825,2.908,?,2
15.38,14.9,?,5.884,3.268,4.462,?,2
16.16,15.33,0.8644,?,3.395,4.266,5.795,2
15.56,14.89,?,?,?,4.972,5.847,2
15.38,?,0.899,5.477,3.465,?,5.439,2
17.36,15.76,?,6.145,3.574,3.526,5.971,2
15.57,15.15,0.8527,5.92,?,?,?,2
15.6,15.11,0.858,?,3.286,2.725,5.752,2
?,?,?,?,?,?,5.922,2
?,13.92,?,5.472,2.994,5.304,5.395,3
?,13.94,?,5.541,3.073,?,5.44,3
13.34,?,?,5.389,3.074,5.995,?,3
12.22,13.32,0.8652,5.224,?,5.469,5.221,3
11.82,13.4,0.8274,5.314,?,4.471,5.178,3
?,?,0.8167,?,2.687,?,?,3
11.43,?,0.8335,5.176,2.719,2.221,5.132,3
?,13.46,0.8658,5.267,?,?,5.002,3
12.7,13.71,?,?,2.911,?,5.316,3
10.79,?,0.8107,?,?,5.462,?,3
11.83,13.23,0.8496,5.263,?,?,5.307,3
?,13.52,0.8249,5.405,2.776,6.992,?,3
12.26,13.6,0.8333,5.408,2.833,4.756,5.36,3
11.18,13.04,?,?,2.693,3.332,5.001,3
11.36,13.05,0.8382,5.175,2.755,4.048,?,3
11.19,?,0.8253,5.25,2.675,5.813,5.219,3
?,12.87,0.8596,?,2.849,3.347,?,3
12.13,?,0.8081,5.394,2.745,?,5.22,3
11.75,?,?,?,2.678,4.378,5.31,3
?,13.22,?,?,2.695,?,5.31,3
?,13.67,0.8425,5.451,?,3.082,?,3
12.02,13.33,?,5.35,2.81,?,?,3
?,?,0.8416,?,2.847,?,?,3
?,13.57,?,?,2.968,?,5.176,3
?,12.79,0.8558,5.011,2.794,?,5.049,3
?,13.15,0.8793,5.105,2.941,2.201,?,3
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,3
12.15,?,0.8443,5.417,?,?,5.338,3
11.35,13.12,0.8291,?,?,4.337,?,3
?,13,0.8359,5.09,2.715,?,?,3
11.02,?,0.8189,5.325,?,?,5.163,3
?,13.1,?,5.167,2.845,6.715,?,3
11.27,12.97,?,?,2.763,4.309,5,3
11.4,13.08,0.8375,5.136,2.763,5.588,?,3
10.83,12.96,?,5.278,2.641,5.182,?,3
10.8,?,0.859,4.981,?,4.773,?,3
?,?,0.8355,5.186,?,?,5.092,3
?,12.73,0.8329,?,2.642,?,4.963,3
?,13.05,0.8473,5.18,?,5.876,5.002,3
12.21,13.47,0.8453,?,?,1.661,5.178,3
?,?,?,?,?,?,4.825,3
12.46,13.41,?,5.236,3.017,4.987,5.147,3
?,13.36,0.8579,5.24,2.909,4.857,5.158,3
?,13.07,0.8575,5.108,?,5.209,5.135,3
?,13.77,0.8541,?,?,6.185,5.316,3
11.56,13.31,0.8198,5.363,2.683,?,5.182,3
11.81,13.45,0.8198,5.413,?,4.898,5.352,3
?,?,?,5.088,?,4.179,4.956,3
11.23,12.82,?,5.089,2.821,?,4.957,3
10.59,12.41,?,?,2.787,?,4.794,3
10.93,12.8,0.839,5.046,2.717,5.398,?,3
11.27,12.86,0.8563,5.091,?,?,5.001,3
11.87,?,?,5.132,?,3.597,5.132,3
10.82,12.83,0.8256,5.18,2.63,4.853,?,3
12.11,?,0.8639,5.236,2.975,4.132,5.012,3
?,13.47,0.886,?,3.126,?,4.914,3
?,13.53,?,5.224,3.054,5.483,4.958,3
13.37,?,?,5.32,3.128,?,?,3
12.62,13.67,?,5.41,2.911,?,?,3
12.76,?,0.8964,5.073,?,?,?,3
12.38,13.44,0.8609,5.219,?,5.472,5.045,3
12.67,13.32,0.8977,4.984,?,2.3,4.745,3
11.18,12.72,?,5.009,2.81,?,4.828,3
?,13.41,0.8874,?,3.091,8.456,5,3
12.37,13.47,?,?,2.96,3.919,5.001,3
?,?,?,5.137,2.981,3.631,4.87,3
?,?,?,5.14,?,?,?,3
?,13.66,0.8883,5.236,?,8.315,5.056,3
?,13.21,?,?,?,3.598,5.044,3
12.3,13.34,0.8684,?,2.974,?,?,3
