14.79,14.52,?,?,?,?,5.111,1
?,14.67,?,?,?,?,?,1
14.43,?,?,5.585,3.272,?,5.144,1
?,?,?,5.674,3.434,?,5.136,1
?,?,?,5.715,?,?,?,1
14.33,14.28,0.8831,5.504,3.199,?,?,1
?,14.6,?,5.741,3.113,1.481,5.487,1
?,?,0.8658,5.702,?,1.933,?,1
14.46,14.35,?,5.388,3.377,2.802,?,1
?,14.43,0.9006,5.384,?,1.142,5.088,1
?,14.77,0.8857,?,3.419,1.999,?,1
12.11,?,?,5.159,?,1.502,?,1
11.42,12.86,0.8683,5.008,?,?,4.607,1
?,?,0.884,?,?,2.269,?,1
?,?,0.8923,5.076,?,3.22,?,1
13.22,?,0.868,5.395,?,?,5.088,1
12.78,?,?,?,?,?,4.782,1
12.88,?,0.8879,5.139,3.119,2.352,4.607,1
14.34,?,0.8726,5.63,?,1.313,5.15,1
14.01,?,0.8625,?,?,?,5.132,1
14.37,14.39,0.8726,5.569,?,?,?,1
12.73,13.75,0.8458,?,2.882,?,5.067,1
17.63,15.98,0.8673,6.191,3.561,4.076,6.06,2
16.84,15.67,?,5.998,?,4.675,?,2
17.26,?,?,5.978,3.594,?,5.791,2
19.11,?,0.9081,?,?,2.936,?,2
16.82,15.51,0.8786,6.017,?,?,5.841,2
?,?,0.8638,5.927,?,4.92,?,2
17.32,?,0.8599,6.064,3.403,3.824,?,2
20.71,17.23,0.8763,6.579,?,?,?,2
18.94,16.49,?,?,3.639,?,?,2
?,?,0.8892,5.85,?,2.858,5.746,2
16.53,15.34,0.8823,?,?,5.532,5.88,2
18.72,16.19,0.8977,?,3.857,5.324,5.879,2
20.2,16.89,?,6.285,3.864,5.173,6.187,2
19.57,?,0.8779,?,3.772,1.472,6.273,2
19.51,16.71,0.878,?,3.801,2.962,?,2
18.27,16.09,?,6.173,3.651,2.443,?,2
18.88,16.26,0.8969,6.084,?,?,?,2
?,?,0.859,6.549,3.67,?,6.498,2
21.18,?,0.8989,6.573,4.033,5.78,6.231,2
20.88,?,0.9031,?,?,?,?,2
?,?,?,6.581,3.785,1.955,?,2
18.76,16.2,0.8984,?,?,3.12,?,2
?,16.29,?,?,?,?,6.053,2
18.59,?,0.9066,6.037,?,6.001,?,2
?,16.52,0.8452,?,3.485,?,6.448,2
16.87,?,0.8648,6.139,?,3.696,?,2
19.31,?,?,6.341,?,?,?,2
18.98,16.57,?,?,?,2.144,6.453,2
18.17,16.26,?,?,3.512,2.853,6.273,2
18.72,16.34,?,?,3.684,2.188,6.097,2
16.41,?,?,?,?,?,5.618,2
?,15.86,?,5.89,?,?,5.837,2
?,?,0.8985,?,3.892,?,6.009,2
?,16.63,?,?,3.681,?,6.229,2
18.95,16.42,0.8829,?,?,?,?,2
18.83,16.29,0.8917,6.037,?,?,5.879,2
18.85,?,0.9056,?,?,?,?,2
?,15.86,0.88,6.033,?,?,?,2
?,?,0.8752,6.675,?,3.252,6.55,2
?,?,?,?,?,1.738,5.894,2
18.45,?,?,?,3.769,2.235,?,2
19.38,?,0.8716,6.303,3.791,3.678,?,2
19.13,16.31,?,?,3.902,2.109,5.924,2
19.14,?,0.8722,?,3.737,?,6.053,2
20.97,?,?,6.563,3.991,4.677,?,2
?,?,0.8854,?,3.719,2.248,?,2
18.96,?,0.9077,6.051,?,?,5.75,2
?,?,?,?,3.815,3.084,?,2
?,?,0.9008,6.227,3.769,?,5.966,2
?,?,0.8811,?,3.857,?,?,2
20.24,?,?,6.315,3.962,?,6.188,2
18.14,?,?,6.059,3.563,3.619,6.011,2
16.17,15.38,?,?,3.387,?,?,2
18.43,?,0.9077,?,3.771,?,?,2
15.99,14.89,?,5.363,3.582,?,5.144,2
?,?,0.8999,6.111,3.869,?,?,2
18.65,?,0.8698,6.285,3.594,4.391,?,2
?,?,0.8993,5.979,3.687,?,5.919,2
?,17.03,?,6.513,?,?,6.185,2
?,?,0.8991,?,3.69,?,?,2
?,?,?,?,?,?,5.962,2
?,16.32,0.8942,?,?,2.908,?,2
15.38,?,?,5.884,?,4.462,?,2
16.16,?,0.8644,?,3.395,?,5.795,2
15.56,14.89,?,?,3.408,?,5.847,2
?,14.66,0.899,?,3.465,?,5.439,2
17.36,?,0.8785,6.145,?,3.526,?,2
15.57,15.15,?,5.92,3.231,2.64,5.879,2
?,?,0.858,5.832,?,?,?,2
16.23,15.18,0.885,5.872,3.472,?,?,2
13.07,?,?,5.472,?,?,5.395,3
?,?,?,5.541,?,7.035,5.44,3
?,13.95,0.862,5.389,3.074,5.995,5.307,3
12.22,?,0.8652,5.224,?,?,5.221,3
11.82,13.4,0.8274,?,2.777,4.471,?,3
?,13.13,?,?,?,6.169,?,3
?,13.13,?,?,?,?,?,3
12.49,13.46,?,5.267,2.967,4.421,5.002,3
?,13.71,0.8491,5.386,2.911,3.26,5.316,3
10.79,?,0.8107,?,2.648,5.462,5.194,3
?,13.23,?,5.263,2.84,5.195,?,3
12.01,13.52,0.8249,?,?,?,5.27,3
?,13.6,?,5.408,?,?,5.36,3
11.18,13.04,?,5.22,?,?,5.001,3
?,?,0.8382,5.175,?,4.048,5.263,3
11.19,?,0.8253,5.25,2.675,?,5.219,3
?,12.87,0.8596,?,2.849,3.347,5.003,3
12.13,13.73,?,?,?,?,5.22,3
?,?,0.8082,5.444,?,?,5.31,3
11.49,?,0.8263,5.304,2.695,5.388,5.31,3
?,13.67,?,5.451,2.879,?,?,3
?,?,0.8503,?,?,4.271,5.308,3
?,?,?,5.267,2.847,?,5.046,3
?,?,0.8558,?,?,?,?,3
?,12.79,0.8558,5.011,2.794,?,5.049,3
12.1,13.15,?,5.105,?,2.201,5.056,3
12.44,?,?,5.319,2.897,4.924,5.27,3
?,13.45,0.8443,5.417,?,3.638,5.338,3
?,?,?,?,?,4.337,?,3
11.24,13,?,?,2.715,3.521,5.088,3
11.02,13,0.8189,?,?,6.735,5.163,3
11.55,?,?,5.167,?,?,?,3
?,12.97,?,5.088,2.763,4.309,5,3
11.4,?,?,?,?,?,5.089,3
?,?,0.8099,5.278,?,5.182,5.185,3
10.8,12.57,?,?,2.821,4.773,5.063,3
?,?,0.8355,?,2.71,5.335,5.092,3
10.74,?,0.8329,5.145,2.642,4.702,?,3
11.48,?,0.8473,5.18,?,?,5.002,3
?,13.47,?,5.357,?,?,5.178,3
?,?,0.856,?,?,?,?,3
12.46,?,0.8706,?,?,?,5.147,3
12.19,?,0.8579,?,?,4.857,5.158,3
11.65,13.07,0.8575,5.108,2.85,?,5.135,3
?,?,?,5.495,?,?,?,3
?,?,0.8198,5.363,?,?,5.182,3
11.81,13.45,0.8198,?,2.716,4.898,5.352,3
10.91,?,?,5.088,2.675,?,4.956,3
11.23,12.82,0.8594,5.089,?,7.524,4.957,3
10.59,12.41,?,?,2.787,4.975,4.794,3
?,12.8,?,?,2.717,?,?,3
?,12.86,0.8563,?,2.804,?,?,3
?,?,?,5.132,2.953,3.597,?,3
?,?,?,?,?,?,5.089,3
?,13.27,0.8639,5.236,?,4.132,5.012,3
12.8,13.47,0.886,5.16,3.126,?,4.914,3
?,13.53,0.8786,5.224,?,5.483,4.958,3
13.37,13.78,?,?,3.128,?,5.091,3
12.62,?,?,5.41,?,?,?,3
?,?,0.8964,?,3.155,2.828,4.83,3
?,13.44,0.8609,?,2.989,5.472,?,3
12.67,?,0.8977,?,3.135,2.3,4.745,3
11.18,?,0.868,?,?,?,?,3
12.7,13.41,0.8874,?,3.091,?,5,3
?,13.47,0.8567,?,2.96,3.919,5.001,3
?,13.2,0.8783,?,2.981,?,?,3
?,12.88,?,5.14,2.795,?,?,3
?,13.66,?,5.236,3.232,8.315,?,3
11.84,13.21,?,?,2.836,3.598,?,3
12.3,13.34,0.8684,5.243,2.974,?,5.063,3
